DevID,B,C,nthvalue,1,2,3,4
[01],[00],[00],[bb],[42],[02],[00],[6c]
[03],[0c],[00],[bc],[57],[fc],[04],[5b]
[01],[ff],[00],[bc],[42],[02],[00],[6c]
[03],[0b],[00],[bd],[58],[fc],[04],[5b]
[01],[ff],[00],[bd],[42],[02],[00],[6c]
[03],[0c],[00],[be],[57],[fc],[03],[5b]
[01],[ff],[00],[be],[42],[02],[00],[6c]
[03],[0b],[00],[bf],[57],[fc],[03],[5b]
[01],[ff],[00],[bf],[42],[02],[00],[6c]
[03],[0c],[00],[c0],[57],[fd],[03],[5b]
[01],[00],[00],[c0],[42],[02],[00],[6c]
[03],[0c],[00],[c1],[58],[fd],[03],[5b]
[01],[ff],[00],[c1],[42],[02],[00],[6c]
[03],[0c],[00],[c2],[58],[fd],[03],[5b]
[01],[ff],[00],[c2],[42],[02],[00],[6c]
[03],[0b],[00],[c3],[57],[fd],[03],[5b]
[01],[ff],[00],[c3],[42],[02],[00],[6c]
[03],[0b],[00],[c4],[58],[fd],[03],[5a]
[01],[00],[00],[c4],[42],[02],[00],[6c]
[03],[0c],[00],[c5],[59],[fd],[03],[5a]
[01],[00],[00],[c5],[42],[02],[00],[6c]
[03],[0c],[00],[c6],[59],[fd],[03],[59]
[01],[00],[00],[c6],[42],[02],[00],[6c]
[03],[0c],[00],[c7],[59],[fd],[02],[59]
[01],[00],[00],[c7],[42],[02],[00],[6c]
[03],[0c],[00],[c8],[59],[fd],[03],[59]
[01],[ff],[00],[c8],[42],[02],[00],[6c]
[03],[0c],[00],[c9],[59],[fd],[03],[59]
[01],[ff],[00],[c9],[42],[02],[00],[6c]
[03],[0c],[00],[ca],[59],[fd],[03],[5a]
[01],[ff],[00],[ca],[42],[02],[00],[6c]
[03],[0c],[00],[cb],[58],[fe],[03],[5a]
[01],[ff],[00],[cb],[42],[02],[00],[6c]
[03],[0d],[00],[cc],[59],[fe],[03],[5a]
[01],[00],[00],[cc],[42],[02],[00],[6c]
[03],[0d],[00],[cd],[58],[fe],[03],[5b]
[01],[00],[00],[cd],[42],[02],[00],[6c]
[03],[0c],[00],[ce],[58],[fe],[02],[5a]
[01],[00],[00],[ce],[42],[02],[00],[6c]
[03],[0d],[00],[cf],[57],[ff],[02],[5b]
[01],[ff],[00],[cf],[42],[02],[00],[6c]
[03],[0c],[00],[d0],[58],[ff],[02],[5a]
[01],[00],[00],[d0],[42],[02],[00],[6c]
[03],[0d],[00],[d1],[58],[ff],[02],[5b]
[01],[00],[00],[d1],[42],[02],[00],[6c]
[03],[0c],[00],[d2],[58],[00],[02],[5a]
[01],[ff],[00],[d2],[42],[02],[00],[6c]
[03],[0d],[00],[d3],[59],[00],[02],[59]
[01],[00],[00],[d3],[42],[02],[00],[6c]
[03],[0c],[00],[d4],[59],[00],[02],[5a]
[01],[ff],[00],[d4],[42],[02],[00],[6c]
[03],[0c],[00],[d5],[59],[ff],[03],[5a]
[01],[ff],[00],[d5],[42],[02],[00],[6c]
[03],[0b],[00],[d6],[59],[00],[03],[5a]
[01],[00],[00],[d6],[42],[02],[00],[6c]
[03],[0c],[00],[d7],[59],[00],[03],[5a]
[01],[00],[00],[d7],[42],[02],[00],[6c]
[03],[0d],[00],[d8],[59],[ff],[03],[5a]
[03],[0c],[00],[d9],[59],[ff],[03],[5a]
[01],[00],[FF],[d8],[00],[00],[00],[00]
[01],[00],[00],[d9],[42],[02],[00],[6c]
[03],[0a],[00],[da],[5a],[ff],[03],[59]
[01],[00],[00],[da],[42],[02],[00],[6c]
[03],[0c],[00],[db],[5a],[ff],[03],[59]
[01],[ff],[00],[db],[42],[02],[00],[6c]
[03],[0c],[00],[dc],[5a],[fe],[03],[59]
[01],[ff],[00],[dc],[42],[02],[00],[6c]
[03],[0c],[00],[dd],[5a],[fe],[04],[58]
[01],[ff],[00],[dd],[42],[02],[00],[6c]
[03],[0c],[00],[de],[5a],[fd],[04],[58]
[01],[ff],[00],[de],[42],[02],[00],[6c]
[03],[0b],[00],[df],[5a],[fd],[04],[59]
[01],[00],[00],[df],[41],[02],[00],[6c]
[03],[0b],[00],[e0],[5a],[fd],[04],[59]
[01],[00],[00],[e0],[42],[02],[00],[6c]
[03],[0c],[00],[e1],[5a],[fc],[04],[58]
[01],[ff],[00],[e1],[41],[02],[00],[6c]
[03],[0c],[00],[e2],[5b],[fd],[04],[57]
[01],[ff],[00],[e2],[41],[02],[00],[6c]
[03],[0c],[00],[e3],[5b],[fc],[04],[58]
[01],[ff],[00],[e3],[41],[02],[00],[6c]
[03],[0c],[00],[e4],[5a],[fc],[05],[58]
[01],[00],[00],[e4],[41],[02],[00],[6c]
[03],[0b],[00],[e5],[5b],[fc],[04],[58]
[01],[ff],[00],[e5],[41],[02],[00],[6c]
[03],[0b],[00],[e6],[5a],[fc],[04],[58]
[01],[ff],[00],[e6],[41],[02],[00],[6c]
[03],[0c],[00],[e7],[5a],[fc],[04],[58]
[01],[00],[00],[e7],[41],[02],[00],[6c]
[03],[0b],[00],[e8],[5b],[fc],[04],[57]
[01],[00],[00],[e8],[41],[02],[00],[6c]
[03],[0c],[00],[e9],[5a],[fd],[04],[58]
[01],[00],[00],[e9],[41],[02],[00],[6c]
[03],[0c],[00],[ea],[5a],[fd],[03],[58]
[01],[ff],[00],[ea],[41],[02],[00],[6c]
[03],[0b],[00],[eb],[5a],[fd],[04],[58]
[01],[00],[00],[eb],[41],[02],[00],[6c]
[03],[0c],[00],[ec],[5a],[fd],[04],[58]
[01],[00],[00],[ec],[41],[02],[00],[6c]
[03],[0c],[00],[ed],[5b],[fd],[04],[58]
[01],[00],[00],[ed],[42],[02],[00],[6c]
[03],[0b],[00],[ee],[5c],[fd],[03],[57]
[01],[ff],[00],[ee],[41],[02],[00],[6c]
[03],[0c],[00],[ef],[5c],[fd],[04],[57]
[01],[00],[00],[ef],[42],[02],[00],[6c]
[03],[0c],[00],[f0],[5c],[fe],[03],[57]
[01],[00],[00],[f0],[42],[02],[00],[6c]
[03],[0c],[00],[f1],[5b],[fe],[04],[57]
[01],[00],[00],[f1],[42],[02],[00],[6c]
[03],[0b],[00],[f2],[5c],[fe],[04],[57]
[01],[00],[00],[f2],[42],[02],[00],[6c]
[03],[0d],[00],[f3],[5c],[fe],[04],[57]
[01],[00],[00],[f3],[42],[02],[00],[6c]
[03],[0c],[00],[f4],[5b],[fe],[04],[57]
[01],[00],[00],[f4],[42],[02],[00],[6c]
[03],[0c],[00],[f5],[5a],[ff],[04],[58]
[01],[ff],[00],[f5],[41],[02],[00],[6c]
[03],[0b],[00],[f6],[5b],[fe],[04],[58]
[01],[00],[00],[f6],[41],[02],[00],[6c]
[03],[0c],[00],[f7],[5b],[fe],[04],[57]
[01],[ff],[00],[f7],[41],[02],[00],[6c]
[03],[0c],[00],[f8],[5c],[fe],[04],[56]
[01],[00],[00],[f8],[42],[02],[00],[6c]
[03],[0c],[00],[f9],[5b],[fd],[04],[57]
[01],[ff],[00],[f9],[42],[02],[00],[6c]
[03],[0d],[00],[fa],[5a],[fd],[05],[58]
[01],[00],[00],[fa],[41],[02],[00],[6c]
[03],[0c],[00],[fb],[5a],[fd],[05],[58]
[01],[ff],[00],[fb],[42],[02],[00],[6c]
[03],[0c],[00],[fc],[5a],[fd],[05],[58]
[01],[ff],[00],[fc],[42],[02],[00],[6c]
[03],[0c],[00],[fd],[5b],[fd],[05],[58]
[01],[00],[00],[fd],[42],[02],[00],[6c]
[03],[0c],[00],[fe],[5b],[fc],[05],[58]
[01],[00],[00],[fe],[42],[02],[00],[6c]
[03],[0b],[00],[ff],[5b],[fc],[05],[57]
[01],[ff],[00],[ff],[42],[02],[00],[6c]
[03],[0c],[00],[00],[5b],[fc],[05],[57]
[01],[ff],[00],[00],[42],[02],[00],[6c]
[03],[0c],[00],[01],[5a],[fc],[05],[58]
[01],[ff],[00],[01],[42],[02],[00],[6c]
[03],[0b],[00],[02],[5b],[fc],[05],[57]
[01],[ff],[00],[02],[42],[02],[00],[6c]
[03],[0c],[00],[03],[5a],[fc],[04],[58]
[01],[ff],[00],[03],[42],[02],[00],[6c]
[03],[0d],[00],[04],[5a],[fc],[04],[58]
[01],[00],[00],[04],[42],[02],[00],[6c]
[03],[0c],[00],[05],[5a],[fc],[04],[58]
[01],[ff],[00],[05],[42],[02],[00],[6c]
[03],[0c],[00],[06],[5b],[fc],[04],[58]
[01],[ff],[00],[06],[42],[02],[00],[6c]
[03],[0c],[00],[07],[5b],[fc],[04],[58]
[01],[00],[00],[07],[42],[02],[00],[6c]
[03],[0c],[00],[08],[5b],[fc],[04],[58]
[01],[00],[00],[08],[42],[02],[00],[6c]
[03],[0c],[00],[09],[5a],[fd],[04],[59]
[01],[ff],[00],[09],[42],[02],[00],[6c]
[03],[0c],[00],[0a],[5a],[fd],[04],[58]
[01],[00],[00],[0a],[42],[02],[00],[6c]
[03],[0c],[00],[0b],[5a],[fe],[04],[58]
[01],[ff],[00],[0b],[42],[02],[00],[6c]
[03],[0b],[00],[0c],[5a],[fe],[04],[59]
[01],[00],[00],[0c],[42],[02],[00],[6c]
[03],[0c],[00],[0d],[59],[fe],[04],[5a]
[01],[00],[00],[0d],[42],[02],[00],[6c]
[03],[0b],[00],[0e],[59],[fe],[04],[5a]
[01],[00],[00],[0e],[42],[02],[00],[6c]
[03],[0c],[00],[0f],[58],[fe],[04],[5b]
[01],[00],[00],[0f],[42],[02],[00],[6c]
[03],[0c],[00],[10],[58],[fe],[04],[5b]
[01],[00],[00],[10],[42],[02],[00],[6c]
[03],[0d],[00],[11],[57],[fe],[04],[5b]
[01],[ff],[00],[11],[42],[02],[00],[6c]
[03],[0b],[00],[12],[58],[fe],[04],[5b]
[01],[00],[00],[12],[42],[02],[00],[6c]
[03],[0d],[00],[13],[58],[fe],[03],[5b]
[01],[00],[00],[13],[42],[02],[00],[6c]
[03],[0c],[00],[14],[58],[fe],[03],[5b]
[01],[00],[00],[14],[42],[02],[00],[6c]
[03],[0c],[00],[15],[58],[ff],[03],[5b]
[01],[ff],[00],[15],[42],[02],[00],[6c]
[03],[0c],[00],[16],[58],[ff],[03],[5b]
[01],[00],[00],[16],[42],[02],[00],[6c]
[03],[0d],[00],[17],[57],[ff],[04],[5b]
[01],[00],[00],[17],[42],[02],[00],[6c]
[03],[0c],[00],[18],[57],[ff],[03],[5b]
[01],[ff],[00],[18],[42],[02],[00],[6c]
[03],[0c],[00],[19],[57],[ff],[03],[5b]
[01],[ff],[00],[19],[42],[02],[00],[6c]
[03],[0c],[00],[1a],[57],[fe],[03],[5b]
[01],[ff],[00],[1a],[42],[02],[00],[6c]
[03],[0c],[00],[1b],[57],[fe],[03],[5c]
[01],[00],[00],[1b],[42],[02],[00],[6c]
[03],[0c],[00],[1c],[56],[fe],[03],[5c]
[01],[00],[00],[1c],[42],[02],[00],[6c]
[03],[0c],[00],[1d],[55],[fe],[03],[5d]
[01],[00],[00],[1d],[42],[02],[00],[6c]
[03],[0c],[00],[1e],[54],[ff],[03],[5e]
[01],[ff],[00],[1e],[42],[02],[00],[6c]
[03],[0c],[00],[1f],[53],[ff],[03],[5f]
[01],[ff],[00],[1f],[42],[02],[00],[6c]
[03],[0c],[00],[20],[53],[ff],[02],[5f]
[01],[00],[00],[20],[42],[02],[00],[6c]
[03],[0c],[00],[21],[55],[ff],[02],[5e]
[01],[ff],[00],[21],[42],[02],[00],[6c]
[03],[0c],[00],[22],[54],[00],[02],[5e]
[01],[00],[00],[22],[42],[02],[00],[6c]
[03],[0b],[00],[23],[54],[ff],[02],[5e]
[01],[00],[00],[23],[42],[02],[00],[6c]
[03],[0d],[00],[24],[53],[00],[02],[5f]
[01],[ff],[00],[24],[42],[02],[00],[6c]
[03],[0c],[00],[25],[54],[ff],[02],[5e]
[01],[ff],[00],[25],[42],[02],[00],[6c]
[03],[0d],[00],[26],[55],[ff],[02],[5e]
[01],[ff],[00],[26],[42],[02],[00],[6c]
[03],[0c],[00],[27],[55],[ff],[02],[5e]
[01],[ff],[00],[27],[42],[02],[00],[6c]
[03],[0c],[00],[28],[55],[ff],[02],[5e]
[01],[ff],[00],[28],[42],[02],[00],[6c]
[03],[0c],[00],[29],[54],[ff],[02],[5e]
[01],[00],[00],[29],[42],[02],[00],[6c]
[03],[0c],[00],[2a],[55],[ff],[02],[5e]
[01],[ff],[00],[2a],[42],[02],[00],[6c]
[03],[0c],[00],[2b],[54],[ff],[02],[5e]
[01],[00],[00],[2b],[42],[02],[00],[6c]
[03],[0b],[00],[2c],[54],[ff],[02],[5e]
[01],[00],[00],[2c],[42],[02],[00],[6c]
[03],[0c],[00],[2d],[54],[ff],[02],[5e]
[01],[00],[00],[2d],[42],[02],[00],[6c]
[03],[0c],[00],[2e],[54],[ff],[02],[5e]
[01],[ff],[00],[2e],[42],[02],[00],[6c]
[03],[0b],[00],[2f],[54],[ff],[02],[5f]
[01],[ff],[00],[2f],[42],[02],[00],[6c]
[03],[0b],[00],[30],[55],[ff],[02],[5e]
[01],[ff],[00],[30],[42],[02],[00],[6c]
[03],[0b],[00],[31],[55],[ff],[03],[5d]
[01],[ff],[00],[31],[42],[02],[00],[6c]
[03],[0c],[00],[32],[55],[fe],[03],[5e]
[01],[ff],[00],[32],[42],[02],[00],[6c]
[03],[0c],[00],[33],[55],[fe],[03],[5e]
[01],[ff],[00],[33],[42],[02],[00],[6c]
[03],[0b],[00],[34],[54],[fe],[03],[5e]
[01],[00],[00],[34],[41],[02],[00],[6c]
[03],[0b],[00],[35],[55],[fe],[03],[5e]
[01],[ff],[00],[35],[41],[02],[00],[6c]
[03],[0c],[00],[36],[55],[fe],[03],[5d]
[01],[ff],[00],[36],[42],[02],[00],[6c]
[03],[0b],[00],[37],[56],[fe],[03],[5d]
[01],[00],[00],[37],[41],[02],[00],[6c]
[03],[0b],[00],[38],[56],[fe],[03],[5c]
[01],[00],[00],[38],[41],[02],[00],[6c]
[03],[0b],[00],[39],[55],[fe],[03],[5d]
[01],[ff],[00],[39],[41],[02],[00],[6c]
[03],[0c],[00],[3a],[56],[fe],[03],[5c]
[01],[00],[00],[3a],[42],[02],[00],[6c]
[03],[0b],[00],[3b],[56],[fe],[02],[5c]
[01],[00],[00],[3b],[42],[02],[00],[6c]
[03],[0c],[00],[3c],[55],[ff],[02],[5d]
[01],[ff],[00],[3c],[42],[02],[00],[6c]
[03],[0b],[00],[3d],[54],[ff],[02],[5e]
[01],[00],[00],[3d],[42],[02],[00],[6c]
[03],[0b],[00],[3e],[54],[ff],[02],[5e]
[01],[ff],[00],[3e],[42],[02],[00],[6c]
[03],[0c],[00],[3f],[54],[ff],[02],[5e]
[01],[00],[00],[3f],[42],[02],[00],[6c]
[03],[0c],[00],[40],[54],[ff],[02],[5e]
[01],[00],[00],[40],[42],[02],[00],[6c]
[03],[0b],[00],[41],[55],[ff],[02],[5e]
[01],[00],[00],[41],[42],[02],[00],[6c]
[03],[0c],[00],[42],[55],[ff],[02],[5d]
[01],[00],[00],[42],[41],[02],[00],[6c]
[03],[0c],[00],[43],[56],[fe],[02],[5d]
[01],[00],[00],[43],[42],[02],[00],[6c]
[03],[0d],[00],[44],[56],[fe],[02],[5c]
[01],[00],[00],[44],[41],[02],[00],[6c]
[03],[0b],[00],[45],[56],[fe],[02],[5c]
[01],[00],[00],[45],[41],[02],[00],[6c]
[03],[0c],[00],[46],[57],[fe],[02],[5b]
[01],[00],[00],[46],[41],[02],[00],[6c]
[03],[0b],[00],[47],[58],[fe],[02],[5b]
[01],[ff],[00],[47],[41],[02],[00],[6c]
[03],[0b],[00],[48],[57],[ff],[02],[5b]
[01],[00],[00],[48],[41],[02],[00],[6c]
[03],[0c],[00],[49],[58],[ff],[02],[5b]
[01],[ff],[00],[49],[41],[02],[00],[6c]
[03],[0b],[00],[4a],[58],[ff],[02],[5a]
[01],[00],[00],[4a],[41],[02],[00],[6c]
[01],[ff],[00],[4b],[41],[02],[00],[6c]
[03],[00],[FF],[4b],[00],[00],[00],[00]
[03],[0c],[00],[4c],[58],[fe],[03],[5a]
[01],[ff],[00],[4c],[41],[02],[00],[6c]
[03],[0c],[00],[4d],[58],[fe],[03],[5b]
[01],[00],[00],[4d],[41],[02],[00],[6c]
[03],[0b],[00],[4e],[58],[fe],[03],[5a]
[01],[00],[00],[4e],[41],[02],[00],[6c]
[03],[0c],[00],[4f],[58],[fe],[03],[5a]
[01],[00],[00],[4f],[41],[02],[00],[6c]
[03],[0c],[00],[50],[59],[fe],[02],[5a]
[01],[00],[00],[50],[41],[02],[00],[6c]
[03],[0c],[00],[51],[58],[ff],[02],[5b]
[01],[00],[00],[51],[41],[02],[00],[6c]
[03],[0c],[00],[52],[57],[ff],[02],[5b]
[01],[ff],[00],[52],[41],[02],[00],[6c]
[03],[0d],[00],[53],[56],[ff],[03],[5c]
[01],[00],[00],[53],[41],[02],[00],[6c]
[03],[0b],[00],[54],[55],[fe],[03],[5d]
[01],[ff],[00],[54],[41],[02],[00],[6c]
[03],[0c],[00],[55],[55],[fe],[03],[5e]
[01],[00],[00],[55],[41],[02],[00],[6c]
[03],[0c],[00],[56],[55],[fe],[03],[5e]
[01],[00],[00],[56],[41],[02],[00],[6c]
[03],[0c],[00],[57],[54],[fe],[03],[5f]
[01],[ff],[00],[57],[41],[02],[00],[6c]
[03],[0c],[00],[58],[54],[fe],[03],[5e]
[01],[ff],[00],[58],[41],[02],[00],[6c]
[03],[0c],[00],[59],[54],[ff],[03],[5e]
[01],[ff],[00],[59],[41],[02],[00],[6c]
[03],[0c],[00],[5a],[55],[fe],[03],[5e]
[01],[00],[00],[5a],[41],[02],[00],[6c]
[03],[0c],[00],[5b],[54],[ff],[03],[5e]
[01],[ff],[00],[5b],[41],[02],[00],[6c]
[03],[0c],[00],[5c],[55],[ff],[03],[5e]
[01],[ff],[00],[5c],[41],[02],[00],[6c]
[03],[0b],[00],[5d],[55],[ff],[03],[5e]
[01],[ff],[00],[5d],[41],[02],[00],[6c]
[03],[0c],[00],[5e],[55],[ff],[03],[5d]
[01],[00],[00],[5e],[41],[02],[00],[6c]
[03],[0b],[00],[5f],[55],[ff],[03],[5d]
[01],[00],[00],[5f],[41],[02],[00],[6c]
[03],[0d],[00],[60],[55],[ff],[03],[5d]
[01],[00],[00],[60],[41],[02],[00],[6c]
[03],[0c],[00],[61],[55],[fe],[03],[5e]
[01],[ff],[00],[61],[41],[02],[00],[6c]
[03],[0c],[00],[62],[55],[fe],[03],[5e]
[01],[ff],[00],[62],[41],[02],[00],[6c]
[03],[0c],[00],[63],[55],[fe],[03],[5d]
[01],[00],[00],[63],[41],[02],[00],[6c]
[03],[0b],[00],[64],[56],[fe],[03],[5c]
[01],[00],[00],[64],[41],[02],[00],[6c]
[03],[0b],[00],[65],[56],[fe],[03],[5c]
[01],[00],[00],[65],[41],[02],[00],[6c]
[03],[0b],[00],[66],[57],[fe],[03],[5c]
[01],[ff],[00],[66],[41],[02],[00],[6c]
[03],[0b],[00],[67],[57],[fe],[03],[5b]
[01],[ff],[00],[67],[41],[02],[00],[6c]
[03],[0b],[00],[68],[58],[fe],[03],[5b]
[01],[ff],[00],[68],[41],[02],[00],[6c]
[03],[0b],[00],[69],[58],[fe],[03],[5b]
[01],[ff],[00],[69],[41],[02],[00],[6c]
[03],[0b],[00],[6a],[58],[fd],[03],[5b]
[01],[00],[00],[6a],[41],[02],[00],[6c]
[03],[0c],[00],[6b],[57],[fd],[03],[5b]
[01],[00],[00],[6b],[41],[02],[00],[6c]
[03],[0c],[00],[6c],[57],[fe],[03],[5b]
[01],[00],[00],[6c],[41],[02],[00],[6c]
[03],[0c],[00],[6d],[57],[fe],[03],[5c]
[01],[ff],[00],[6d],[41],[02],[00],[6c]
[03],[0b],[00],[6e],[57],[fe],[02],[5b]
[01],[00],[00],[6e],[41],[02],[00],[6c]
[01],[00],[00],[6f],[41],[02],[00],[6c]
[03],[00],[FF],[6f],[00],[00],[00],[00]
[03],[0c],[00],[70],[57],[ff],[02],[5b]
[01],[ff],[00],[70],[41],[02],[00],[6c]
[03],[0b],[00],[71],[57],[ff],[03],[5b]
[01],[ff],[00],[71],[41],[02],[00],[6c]
[03],[0b],[00],[72],[56],[ff],[03],[5c]
[01],[00],[00],[72],[41],[02],[00],[6c]
[03],[0c],[00],[73],[56],[ff],[03],[5c]
[01],[00],[00],[73],[41],[02],[00],[6c]
[03],[0b],[00],[74],[55],[fe],[03],[5d]
[01],[00],[00],[74],[41],[02],[00],[6c]
[03],[0c],[00],[75],[55],[fe],[03],[5d]
[01],[00],[00],[75],[41],[02],[00],[6c]
[03],[0c],[00],[76],[55],[ff],[03],[5d]
[01],[00],[00],[76],[41],[02],[00],[6c]
[03],[0c],[00],[77],[55],[ff],[03],[5d]
[01],[00],[00],[77],[41],[02],[00],[6c]
[03],[0c],[00],[78],[55],[ff],[02],[5d]
[01],[ff],[00],[78],[41],[02],[00],[6c]
[03],[0b],[00],[79],[55],[ff],[03],[5d]
[01],[ff],[00],[79],[41],[02],[00],[6c]
[01],[00],[00],[7a],[41],[02],[00],[6c]
[03],[00],[FF],[7a],[00],[00],[00],[00]
[03],[0c],[00],[7b],[56],[ff],[02],[5c]
[01],[00],[00],[7b],[41],[02],[00],[6c]
[03],[0c],[00],[7c],[55],[ff],[03],[5d]
[01],[00],[00],[7c],[41],[02],[00],[6c]
[03],[0c],[00],[7d],[56],[fe],[03],[5c]
[01],[ff],[00],[7d],[41],[02],[00],[6c]
[03],[0c],[00],[7e],[56],[fe],[03],[5c]
[01],[ff],[00],[7e],[41],[02],[00],[6c]
[03],[0b],[00],[7f],[57],[fe],[02],[5c]
[01],[00],[00],[7f],[41],[02],[00],[6c]
[03],[0c],[00],[80],[58],[fe],[02],[5b]
[01],[00],[00],[80],[41],[02],[00],[6c]
[03],[0c],[00],[81],[59],[fe],[03],[5a]
[01],[00],[00],[81],[41],[02],[00],[6c]
[03],[0d],[00],[82],[58],[fe],[03],[5a]
[01],[00],[00],[82],[41],[02],[00],[6c]
[03],[0c],[00],[83],[59],[fe],[03],[5a]
[01],[00],[00],[83],[41],[02],[00],[6c]
[03],[0c],[00],[84],[59],[fd],[03],[5a]
[01],[00],[00],[84],[41],[02],[00],[6c]
[03],[0c],[00],[85],[58],[fe],[03],[5a]
[01],[ff],[00],[85],[41],[02],[00],[6c]
[03],[0c],[00],[86],[58],[fe],[03],[5b]
[01],[00],[00],[86],[41],[02],[00],[6c]
[03],[0c],[00],[87],[59],[fe],[03],[5a]
[01],[ff],[00],[87],[41],[02],[00],[6c]
[03],[0c],[00],[88],[59],[fe],[03],[59]
[01],[00],[00],[88],[41],[02],[00],[6c]
[03],[0d],[00],[89],[58],[fe],[03],[5a]
[01],[00],[00],[89],[41],[02],[00],[6c]
[03],[0b],[00],[8a],[58],[fd],[03],[5b]
[01],[ff],[00],[8a],[41],[02],[00],[6c]
[03],[0b],[00],[8b],[58],[fd],[03],[5b]
[01],[00],[00],[8b],[41],[02],[00],[6c]
[03],[0c],[00],[8c],[58],[fd],[03],[5b]
[01],[00],[00],[8c],[41],[02],[00],[6c]
[03],[0c],[00],[8d],[58],[fe],[03],[5b]
[01],[00],[00],[8d],[41],[02],[00],[6c]
[03],[0c],[00],[8e],[58],[fe],[03],[5b]
[01],[00],[00],[8e],[41],[02],[00],[6c]
[03],[0c],[00],[8f],[58],[fe],[03],[5b]
[01],[ff],[00],[8f],[41],[02],[00],[6c]
[03],[0d],[00],[90],[57],[fd],[03],[5b]
[01],[ff],[00],[90],[41],[02],[00],[6c]
[03],[0c],[00],[91],[57],[fd],[03],[5b]
[01],[ff],[00],[91],[41],[02],[00],[6c]
[03],[0c],[00],[92],[57],[fd],[03],[5c]
[01],[00],[00],[92],[41],[02],[00],[6c]
[03],[0c],[00],[93],[56],[fd],[03],[5c]
[01],[00],[00],[93],[41],[02],[00],[6c]
[03],[0c],[00],[94],[56],[fe],[03],[5c]
[01],[ff],[00],[94],[41],[02],[00],[6c]
[03],[0c],[00],[95],[56],[fe],[03],[5c]
[01],[ff],[00],[95],[41],[02],[00],[6c]
[03],[0c],[00],[96],[56],[fe],[03],[5c]
[01],[00],[00],[96],[41],[02],[00],[6c]
[03],[0c],[00],[97],[56],[fe],[03],[5d]
[01],[00],[00],[97],[41],[02],[00],[6c]
[03],[0c],[00],[98],[55],[fe],[03],[5d]
[01],[00],[00],[98],[41],[02],[00],[6c]
[03],[0c],[00],[99],[56],[fe],[03],[5c]
[01],[00],[00],[99],[41],[02],[00],[6c]
[03],[0b],[00],[9a],[55],[fe],[03],[5d]
[01],[00],[00],[9a],[41],[02],[00],[6c]
[01],[00],[00],[9b],[41],[02],[00],[6c]
[03],[00],[FF],[9b],[00],[00],[00],[00]
[03],[0c],[00],[9c],[54],[ff],[03],[5e]
[01],[00],[00],[9c],[41],[02],[00],[6c]
[03],[0b],[00],[9d],[54],[ff],[03],[5e]
[01],[ff],[00],[9d],[41],[02],[00],[6c]
[03],[0c],[00],[9e],[53],[ff],[03],[5f]
[01],[ff],[00],[9e],[41],[02],[00],[6c]
[03],[0c],[00],[9f],[53],[ff],[03],[5f]
[01],[ff],[00],[9f],[41],[02],[00],[6c]
[03],[0b],[00],[a0],[52],[fe],[03],[60]
[01],[ff],[00],[a0],[41],[02],[00],[6c]
[03],[0c],[00],[a1],[51],[fe],[03],[61]
[01],[00],[00],[a1],[41],[02],[00],[6c]
[03],[0d],[00],[a2],[51],[ff],[02],[61]
[01],[00],[00],[a2],[41],[02],[00],[6c]
[03],[0c],[00],[a3],[51],[ff],[03],[61]
[01],[00],[00],[a3],[41],[02],[00],[6c]
[03],[0b],[00],[a4],[51],[ff],[03],[61]
[01],[ff],[00],[a4],[41],[02],[00],[6c]
[03],[0c],[00],[a5],[51],[ff],[03],[61]
[01],[ff],[00],[a5],[41],[02],[00],[6c]
[03],[0c],[00],[a6],[51],[ff],[03],[61]
[01],[ff],[00],[a6],[41],[02],[00],[6c]
[03],[0d],[00],[a7],[51],[fe],[03],[61]
[01],[ff],[00],[a7],[41],[02],[00],[6c]
[03],[0c],[00],[a8],[51],[ff],[02],[61]
[01],[ff],[00],[a8],[41],[02],[00],[6c]
[03],[0c],[00],[a9],[51],[ff],[02],[61]
[01],[00],[00],[a9],[41],[02],[00],[6c]
[03],[0c],[00],[aa],[53],[ff],[02],[5f]
[01],[00],[00],[aa],[41],[02],[00],[6c]
[03],[0c],[00],[ab],[53],[ff],[02],[5f]
[01],[ff],[00],[ab],[41],[02],[00],[6c]
[03],[0c],[00],[ac],[52],[ff],[02],[60]
[01],[00],[00],[ac],[41],[02],[00],[6c]
[03],[0c],[00],[ad],[52],[ff],[02],[60]
[01],[00],[00],[ad],[41],[02],[00],[6c]
[03],[0c],[00],[ae],[53],[ff],[02],[5f]
[01],[ff],[00],[ae],[41],[02],[00],[6c]
[03],[0c],[00],[af],[52],[ff],[02],[60]
[01],[ff],[00],[af],[41],[02],[00],[6c]
[03],[0c],[00],[b0],[53],[ff],[02],[5f]
[01],[00],[00],[b0],[41],[02],[00],[6c]
[03],[0c],[00],[b1],[52],[ff],[02],[60]
[01],[00],[00],[b1],[41],[02],[00],[6c]
[03],[0c],[00],[b2],[53],[ff],[02],[5f]
[01],[00],[00],[b2],[41],[02],[00],[6c]
[03],[0c],[00],[b3],[54],[ff],[02],[5f]
[01],[00],[00],[b3],[41],[02],[00],[6c]
[03],[0c],[00],[b4],[53],[ff],[02],[5f]
[01],[00],[00],[b4],[41],[02],[00],[6c]
[03],[0d],[00],[b5],[54],[ff],[02],[5e]
[01],[00],[00],[b5],[41],[02],[00],[6c]
[03],[0c],[00],[b6],[54],[ff],[02],[5e]
[01],[ff],[00],[b6],[41],[02],[00],[6c]
[03],[0c],[00],[b7],[55],[ff],[02],[5d]
